magnitude,mag_error,wavelength,filter_width,is_upper_limit,filter_name,units,aperture_size,image_path,exposure,date_obs,cat_mag,cat_mag_err,aper_mag,aper_mag_err
17.6587,0.1052,6247.194062101997,250,False,m625,7DT11,0.0,/lyman/data2/too/2025-10-13/T19154/m625/difference/T19154_m625_7DT11_20251014_000418_300s_diff.fits,300.0,2025-10-14T00:04:18.000,17.6587,0.1052,17.60510621963637,0.1201861067354118
17.5783,0.079,6497.12808047747,250,False,m650,7DT02,0.0,/lyman/data2/too/2025-10-13/T19154/m650/difference/T19154_m650_7DT02_20251014_000409_300s_diff.fits,300.0,2025-10-14T00:04:09.000,17.5783,0.079,17.564305641471826,0.0903061983229811
17.6936,0.0837,6745.788767965991,250,False,m675,7DT01,0.0,/lyman/data2/too/2025-10-13/T19154/m675/difference/T19154_m675_7DT01_20251014_001141_300s_diff.fits,300.0,2025-10-14T00:11:41.000,17.6936,0.0837,17.65740754347269,0.1291513786823198
17.4843,0.0917,6997.733795074407,250,False,m700,7DT04,0.0,/lyman/data2/too/2025-10-13/T19154/m700/difference/T19154_m700_7DT04_20251014_000412_300s_diff.fits,300.0,2025-10-14T00:04:12.000,17.4843,0.0917,17.484304544327475,0.0941436858415276
17.291800000000002,0.1273,7487.044399341874,250,False,m750,7DT05,0.0,/lyman/data2/too/2025-10-13/T19154/m750/difference/T19154_m750_7DT05_20251014_000759_600s_diff.fits,600.0,2025-10-14T00:07:59.833,17.291800000000002,0.1273,17.376158779461548,0.1472355162168478
17.30872064963861,0.2275235299181368,7752.262445637959,250,False,m775,7DT05,4.9505,/lyman/data2/too/2025-10-13/T19154/m775/difference/T19154_m775_7DT05_20251014_001103_300s_diff.fits,300.0,2025-10-14T00:11:03.000,,,17.30872064963861,0.2275235299181368
16.951810644960474,0.2110187522250844,7994.789771487444,250,False,m800,7DT10,4.9505,/lyman/data2/too/2025-10-13/T19154/m800/difference/T19154_m800_7DT10_20251014_000428_300s_diff.fits,300.0,2025-10-14T00:04:28.000,,,16.951810644960474,0.2110187522250844
17.51655798891263,0.3527597315123148,8245.166784254887,250,False,m825,7DT10,4.9505,/lyman/data2/too/2025-10-13/T19154/m825/difference/T19154_m825_7DT10_20251014_001140_300s_diff.fits,300.0,2025-10-14T00:11:40.000,,,17.51655798891263,0.3527597315123148
17.511639359722267,0.6164457444803931,8494.283360638154,250,False,m850,7DT12,4.9505,/lyman/data2/too/2025-10-13/T19154/m850/difference/T19154_m850_7DT12_20251014_000408_300s_diff.fits,300.0,2025-10-14T00:04:08.667,,,17.511639359722267,0.6164457444803931
16.88992912508132,0.4916548577615109,8745.005548487701,250,False,m875,7DT12,4.9505,/lyman/data2/too/2025-10-13/T19154/m875/difference/T19154_m875_7DT12_20251014_000738_600s_diff.fits,600.0,2025-10-14T00:07:38.167,,,16.88992912508132,0.4916548577615109
